vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox info
How Green Roofs Can Help Cities  NPR.mp4,5,0.20854166414095493,3,car,0.6425437927246094,"[291.5264587402344, 342.3774108886719, 302.7076416015625, 349.3328857421875]"
How Green Roofs Can Help Cities  NPR.mp4,5,0.20854166414095493,3,car,0.5727632641792297,"[336.6926574707031, 339.73095703125, 355.3728332519531, 349.1663513183594]"
How Green Roofs Can Help Cities  NPR.mp4,15,0.6256249924228647,3,car,0.5291529297828674,"[336.56854248046875, 339.8179931640625, 355.1189880371094, 349.3358154296875]"
How Green Roofs Can Help Cities  NPR.mp4,20,0.8341666565638197,3,car,0.5359252095222473,"[290.9628601074219, 341.4048767089844, 302.85272216796875, 349.41668701171875]"
How Green Roofs Can Help Cities  NPR.mp4,25,1.0427083207047747,3,car,0.5285677909851074,"[290.3666076660156, 341.5955505371094, 302.9854431152344, 349.5740051269531]"
How Green Roofs Can Help Cities  NPR.mp4,30,1.2512499848457295,3,car,0.5069226026535034,"[290.5198059082031, 341.6875915527344, 302.7642517089844, 349.5945739746094]"
How Green Roofs Can Help Cities  NPR.mp4,40,1.6683333131276394,3,car,0.5565147399902344,"[337.3306884765625, 340.05596923828125, 354.5516357421875, 349.5026550292969]"
How Green Roofs Can Help Cities  NPR.mp4,80,3.336666626255279,3,car,0.510173499584198,"[336.9927673339844, 340.4261474609375, 355.34930419921875, 350.06463623046875]"
How Green Roofs Can Help Cities  NPR.mp4,85,3.545208290396234,3,car,0.5444183945655823,"[292.51141357421875, 342.0627746582031, 302.0126647949219, 350.3434753417969]"
How Green Roofs Can Help Cities  NPR.mp4,85,3.545208290396234,3,car,0.5106045603752136,"[337.3595886230469, 340.4798889160156, 355.2373046875, 349.86676025390625]"
How Green Roofs Can Help Cities  NPR.mp4,90,3.7537499545371884,3,car,0.5089657306671143,"[337.1717529296875, 340.3287048339844, 355.2044372558594, 350.3415222167969]"
How Green Roofs Can Help Cities  NPR.mp4,95,3.9622916186781434,3,car,0.5313352346420288,"[292.88433837890625, 341.6995544433594, 302.6026916503906, 350.0779724121094]"
How Green Roofs Can Help Cities  NPR.mp4,105,4.379374946960054,3,car,0.5785917639732361,"[337.39984130859375, 340.5212707519531, 355.5714111328125, 350.2576904296875]"
How Green Roofs Can Help Cities  NPR.mp4,110,4.587916611101008,3,car,0.6526126861572266,"[337.6478576660156, 340.65936279296875, 355.482177734375, 350.1103820800781]"
How Green Roofs Can Help Cities  NPR.mp4,115,4.796458275241963,3,car,0.6481194496154785,"[337.7434997558594, 340.7176208496094, 355.44610595703125, 350.2409973144531]"
How Green Roofs Can Help Cities  NPR.mp4,115,4.796458275241963,16,cat,0.5293906331062317,"[295.8865661621094, 357.9755859375, 304.9620361328125, 364.8274841308594]"
How Green Roofs Can Help Cities  NPR.mp4,120,5.004999939382918,1,person,0.9918133020401001,"[407.81646728515625, 340.5404357910156, 616.687255859375, 629.9352416992188]"
How Green Roofs Can Help Cities  NPR.mp4,120,5.004999939382918,1,person,0.9910629987716675,"[234.19326782226562, 470.9909362792969, 297.9444885253906, 638.2696533203125]"
How Green Roofs Can Help Cities  NPR.mp4,120,5.004999939382918,1,person,0.988679826259613,"[346.82244873046875, 484.6962890625, 424.77789306640625, 637.1804809570312]"
How Green Roofs Can Help Cities  NPR.mp4,120,5.004999939382918,1,person,0.9851338863372803,"[6.021111965179443, 385.8547058105469, 181.19444274902344, 632.4723510742188]"
How Green Roofs Can Help Cities  NPR.mp4,120,5.004999939382918,1,person,0.9829535484313965,"[594.9108276367188, 497.7207946777344, 610.8142700195312, 558.5823364257812]"
How Green Roofs Can Help Cities  NPR.mp4,120,5.004999939382918,1,person,0.9394654035568237,"[622.0015258789062, 491.7342834472656, 640.0, 640.0]"
